ACTL_FMLY_NUM,AGE,ARPU,AUTR_FAIL_MCNT,AUTR_FAIL_YN,AVG_CALL_FREQ,AVG_CALL_TIME,AVG_STLN_RATE,CB_GUIF_AMT,CB_GUIF_CNT,CNTT_LAMT_CNT,CNTT_LAMT_YN,CPT_LNIF_AMT,CPT_LNIF_BIG,CPT_LNIF_RATIO,CRDT_CARD,CRDT_CARD_CNT,CRDT_GRAD_DIFF,CRDT_LOAN_CNT,CRDT_OCCR_MDIF,CRLN_30OVDU_RATE,CRLN_OVDU_RATE,CRMM_OVDU_AMT,CTCD_OCCR_MDIF,CUST_FMLY_NUM,CUST_JOB_INCM,DTI,FAIL_COUNT,FMLY_CLAM_CNT,FMLY_GDINS_MNPREM,FMLY_PLPY_CNT,FMLY_SVINS_MNPREM,FMLY_TOT_PREM,FYCM_PAID_AMT,GDINS_MON_PREM,HIGH_AMT_RATE,HSHD_INFR_INCM,LAST_CHLD_AGE,LNIF_CNT,LOW_AMT_RATE,LT1Y_CLOD_RATE,LT1Y_CTLT_CNT,LT1Y_CTLT_YN,LT1Y_MXOD_AMT,LT1Y_PEOD_RATE_YN,LT1Y_SLOD_RATE,LT1Y_STLN_AMT,LTST_CRDT_GRAD,L_H_RATE,MATE_JOB_INCM,MAX_MON_PREM,MIN_CNTT_DATE,MOBL_FATY_PRC,MOBL_PRIN,MON_TLFE_AMT,NUM_DAY_SUSP,NUM_DAY_SUSP_YN,OVDU_HIGH_RATE,PREM_OVDU_RATE,SPART_LNIF_CNT,SPART_LNIF_YN,SPTCT_OCCR_MDIF,STLN_REMN_AMT,STRT_CRDT_GRAD,SVINS_MON_PREM,TEL_CNTT_QTR,TEL_OVDU_RATE,TLFE_UNPD_CNT,TOTAL_DELAY_RATE,TOT_CRLN_AMT,TOT_LNIF_AMT,TOT_LOAN_CNT,TOT_PREM,TOT_REPY_AMT,dv_0_1,dv_10_11,dv_10_9,dv_11_10,dv_11_12,dv_12_11,dv_12_13,dv_13_12,dv_13_14,dv_14_13,dv_14_15,dv_15_14,dv_15_16,dv_16_15,dv_16_17,dv_17_16,dv_17_18,dv_18_17,dv_18_19,dv_19_18,dv_19_20,dv_1_0,dv_1_2,dv_20_19,dv_20_21,dv_21_20,dv_21_22,dv_22_21,dv_22_23,dv_23_22,dv_23_24,dv_24_23,dv_24_25,dv_25_24,dv_25_26,dv_26_25,dv_26_27,dv_27_26,dv_27_28,dv_28_27,dv_28_29,dv_29_28,dv_29_30,dv_2_1,dv_2_3,dv_30_29,dv_30_31,dv_31_30,dv_31_32,dv_32_31,dv_32_33,dv_33_32,dv_33_34,dv_34_33,dv_34_35,dv_35_34,dv_35_36,dv_36_35,dv_36_37,dv_37_36,dv_37_38,dv_38_37,dv_38_39,dv_39_38,dv_39_40,dv_3_2,dv_3_4,dv_40_39,dv_40_41,dv_41_40,dv_41_42,dv_42_41,dv_42_43,dv_43_42,dv_43_44,dv_44_43,dv_44_45,dv_45_44,dv_45_46,dv_46_45,dv_46_47,dv_47_46,dv_47_48,dv_48_47,dv_48_49,dv_49_48,dv_49_50,dv_4_3,dv_4_5,dv_50_49,dv_50_51,dv_51_50,dv_51_52,dv_52_51,dv_52_53,dv_53_52,dv_53_54,dv_54_53,dv_54_55,dv_55_54,dv_55_56,dv_56_55,dv_56_57,dv_57_56,dv_57_58,dv_58_57,dv_58_59,dv_59_58,dv_59_60,dv_5_4,dv_5_6,dv_60_59,dv_60_61,dv_61_60,dv_61_62,dv_62_61,dv_62_63,dv_63_62,dv_63_64,dv_64_63,dv_64_65,dv_65_64,dv_65_66,dv_66_65,dv_66_67,dv_67_66,dv_67_68,dv_68_67,dv_68_69,dv_69_68,dv_69_70,dv_6_5,dv_6_7,dv_70_69,dv_70_71,dv_71_70,dv_71_72,dv_72_71,dv_72_73,dv_73_72,dv_7_6,dv_7_8,dv_8_7,dv_8_9,dv_9_10,dv_9_8,SEX_0,SEX_1,SEX_2,TEL_MBSP_GRAD_0,TEL_MBSP_GRAD_E,TEL_MBSP_GRAD_Q,TEL_MBSP_GRAD_R,TEL_MBSP_GRAD_W,CBPT_MBSP_YN_N,CBPT_MBSP_YN_Y,PAYM_METD_0,PAYM_METD_G,PAYM_METD_K,PAYM_METD_O,PAYM_METD_R,LINE_STUS_S,LINE_STUS_U,LT1Y_PEOD_RATE_C_0,LT1Y_PEOD_RATE_C_10,LT1Y_PEOD_RATE_C_20,LT1Y_PEOD_RATE_C_30,LT1Y_PEOD_RATE_C_40,LT1Y_PEOD_RATE_C_50,LT1Y_PEOD_RATE_C_60,LT1Y_PEOD_RATE_C_90,LT1Y_PEOD_RATE_C_91,OCCP_NAME_C_01,OCCP_NAME_C_02,OCCP_NAME_C_03,OCCP_NAME_C_04,OCCP_NAME_C_05,OCCP_NAME_C_06,OCCP_NAME_C_07,OCCP_NAME_C_08,OCCP_NAME_C_09,OCCP_NAME_C_10,OCCP_NAME_C_11,OCCP_NAME_C_12,OCCP_NAME_C_13,OCCP_NAME_C_14,OCCP_NAME_C_15,OCCP_NAME_C_16,MATE_OCCP_NAME_C_01,MATE_OCCP_NAME_C_02,MATE_OCCP_NAME_C_03,MATE_OCCP_NAME_C_04,MATE_OCCP_NAME_C_05,MATE_OCCP_NAME_C_06,MATE_OCCP_NAME_C_07,MATE_OCCP_NAME_C_08,MATE_OCCP_NAME_C_09,MATE_OCCP_NAME_C_10,MATE_OCCP_NAME_C_11,MATE_OCCP_NAME_C_12,MATE_OCCP_NAME_C_13,MATE_OCCP_NAME_C_14,MATE_OCCP_NAME_C_15,MATE_OCCP_NAME_C_16,TARGET
3,50,70000,0,0.0,277,199,0,0,0,0,0.0,1,0,0.0,363,3,0,0,0,0,0,0,121,2,5700,1.053,0,15,490000,3,490000,89000000,59700000,0,0.500083319,9900,29,3,0.000166639,0,0,0.0,0,0.0,0,0,0,3002.0,0,260000,0,900000,420000,100000,0,0.0,0.0,11,1,1.0,0,0,0,0,20124,0.0,0,11,0,6001,0.01,15000000,0,0.06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,363.0,121.0,0.008264462809917356,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,121.0,60.5,0.016528925619834708,0.0003508771929824561,2850.0,5413.105413105413,0.00018473684210526317,1.053,0.0,0.0,15.0,3.061224489795918e-05,32666.66666666667,163333.33333333337,1400.0,70000.0,6.122448979591837e-06,6.122448979591837e-06,163333.33333333337,0.00550561797752809,181.63265306122452,1.490787269681742,0.6707865168539325,59700000.0,0.0,0.0,0.500083319,5.051346656565657e-05,19796.701117319208,341.3793103448276,0.002929292929292929,9.666666666666666,0.10344827586206896,18002.988496090347,5.554633333333333e-05,0.000166639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,3002.0,0.0,0.0,0.0,0.0,260000.0,260000.0,0.0,0.0,900000.0,2.142857142857143,0.4666666666666667,4.2,0.2380952380952381,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.09090909090909093,1.0,277.0,1.3919597989949748,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20124.0,20124.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.7184115523465704,199.0,6001.0,600100.0,1.6663889351774704e-06,6.666666666666666e-10,1500000000.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,65,80000,0,0.0,179,436,87,0,0,1,1.0,9001,0,0.042,37,1,0,0,1,0,0,0,37,1,0,0.0,0,5,790000,1,110000,48000000,7900000,790000,9001.0,3500,39,6,0.042258018,0,0,0.0,0,1.0,0,0,0,0.000222198,0,3990000,0,800000,540000,120000,0,0.0,0.0,15,3,1.0,13,11000000,0,110000,20131,0.0,0,15,0,213001,1.31,48000000,0,0.04615384615384616,1.0,1.0,1.0,0.00011109876680368847,9001.0,9001.0,0.0,0.0,0.042,0.001135135135135135,880.9523809523806,37.0,0.027027027027027032,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.66666666666667,0.0008125,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,0.027027027027027032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.3291139240506325e-06,158000.0,790000.0,1230.7692307692307,80000.0,1.2658227848101265e-06,9.090909090909093e-06,110000.0,0.002291666666666667,436.3636363636364,6.075949367088607,0.16458333333333333,10.0,0.1,87.76802577491391,0.011393670886075949,2.5717142857142856,0.3888456838129097,89.74358974358972,0.011142857142857144,6.5,0.15384615384615385,141.9848891161909,0.007043003000000001,0.042258018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000222198,0.000222198,0.0,0.0,0.0,0.0,3990000.0,3990000.0,0.0,0.0,800000.0,1.4814814814814814,0.675,4.5,0.2222222222222222,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.2,3.0,179.0,0.4105504587155963,0.3333333333333333,0.07692307692307693,13.0,1.1818181818181818e-06,846153.8461538461,11000000.0,0.0,0.0,110000.0,5.4642094282449944,0.1830090909090909,20131.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,2.4357541899441344,5.011494252873564,213001.0,162596.18320610686,6.1502058675780875e-06,2.7291666666666668e-08,36641221.3740458,48000000.0,0.0,0.19954128440366967,87.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,50,70000,1,1.0,338,432,0,0,0,0,0.0,0,0,0.0,194,2,0,0,13,0,0,0,97,1,0,0.0,1,0,80000,0,340000,21000000,0,80000,12001.0,2400,0,4,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,790000,0,800000,410000,100000,0,0.0,0.0,1,2,1.0,25,0,0,340000,20124,0.0,0,1,0,12001,0.98,21000000,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,97.0,0.010309278350515464,2.0,0.0,0.0,0.0,0.0,13.0,13.0,50.0,0.0007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,0.010309278350515464,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,80000.0,80000.0,1400.0,70000.0,0.0,0.0,340000.0,0.01619047619047619,61.764705882352935,21000000.0,0.0,0.0,80000.0,6.6661111574035505,0.1500125,5.000416666666666,0.1999833347221065,2400.0,0.0,0.0,4.0,4.0,0.0,0.0,1.4285714285714285e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002958579881656805,790000.0,790000.0,0.0,0.0,800000.0,1.951219512195122,0.5125,4.1,0.24390243902439024,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,338.0,0.7824074074074074,0.5,0.04,25.0,25.0,0.0,0.0,0.0,0.0,340000.0,16.895249453388992,0.05918823529411765,20124.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.2781065088757395,432.0,12001.0,12245.918367346942,8.165986167819348e-05,4.666666666666667e-08,21428571.42857143,21000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,60,40000,0,0.0,0,1590,0,0,0,0,0.0,1,0,0.0,605,5,0,0,121,0,0,0,121,1,0,0.0,0,4,0,2,0,17000000,1100000,0,1.000004762,10900,0,5,4.76e-06,0,0,0.0,0,0.0,0,0,0,2.0,0,0,0,0,0,60000,0,0.0,0.0,1,2,1.0,0,0,0,0,20132,0.0,0,1,0,210001,0.5,17000000,0,0.03333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,605.0,121.0,0.008264462809917356,5.0,0.0,0.0,0.0,0.0,121.0,121.0,30.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,666.6666666666666,40000.0,2.0,2.0,0.0,0.0,17000000.0,15.454545454545455,0.06470588235294117,1100000.0,0.0,0.0,1.000004762,9.1743556146789e-05,10899.948094447172,10900.0,0.0,0.0,5.0,1050420.1680672271,9.52e-07,4.76e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20132.0,20132.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1590.0,1590.0,210001.0,420002.0,2.38094104313789e-06,2.9411764705882358e-08,34000000.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,60,40000,0,0.0,273,449,0,9001,1,2,1.0,0,0,0.0,291,3,0,0,121,0,0,0,97,2,0,0.0,0,1,300000,0,0,16000000,300000,150000,3002.0,6100,34,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,150000,0,0,30000,50000,0,0.0,0.0,0,0,0.0,0,0,0,0,20101,0.0,0,0,0,3001,-0.4,3000000,0,0.05,2.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,97.0,0.010309278350515464,3.0,0.0,0.0,0.0,0.0,121.0,121.0,20.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,97.0,48.5,0.020618556701030927,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3333333333333333e-06,300000.0,300000.0,666.6666666666666,40000.0,0.0,0.0,0.0,0.0,16000000.0,53.33333333333334,0.01875,2.0,0.5,49.966688874083935,0.02001333333333333,0.4921311475409836,2.0319786808794142,179.41176470588238,0.005573770491803279,34.0,0.029411764705882356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,150000.0,0.0,0.0,0.0,0.0,30000.0,0.6,1.6666666666666667,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,0.6080178173719376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20101.0,20101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6446886446886446,449.0,3001.0,3001.0,-0.0001332889036987671,-1.3333333333333334e-07,3000000.0,3000000.0,0.0,0.0,0.0,9001.0,9001.0,0.5,0.00011109876680368847,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,40,50000,33,1.0,87,177,100,0,0,0,0.0,6001,1,1.0,484,4,-1,3,0,0,0,0,121,1,0,0.0,33,9,230000,3,150000,42000000,2500000,230000,0.0,4700,14,4,1.0,0,0,0.0,0,1.0,50,1000000,6,0.000333278,4700,390000,200307,800000,450000,80000,0,0.0,0.0,13,2,1.0,0,17000000,5,150000,20153,0.0,0,63,40000000,6001,0.82,42000000,40000000,0.15,0.0,0.0,0.0,0.0,6001.0,6001.0,0.00016663889351774705,1.0,1.0,0.002066115702479339,484.0,121.0,0.008264462809917356,4.0,-0.25,-0.3333333333333333,3.0,3.0,0.0,0.0,6.666666666666668,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,33.0,3.6666666666666665,0.2727272727272727,3.9130434782608706e-05,25555.55555555556,76666.66666666669,1250.0,1515.1515151515152,1.3043478260869564e-05,2e-05,50000.0,0.0035714285714285718,280.0,16.8,0.05952380952380953,10.869565217391305,0.092,230000.0,0.0,0.0,4700.0,335.7142857142857,0.0029787234042553197,3.5,0.2857142857142857,4.0,0.25,1.0,0.00066,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,50.0,5e-05,20000.0,166666.66666666663,6e-06,18002.988496090347,5.554633333333333e-05,7.091021276595745e-08,14102340.988604108,0.012051282051282051,0.030303030303030307,0.011494252873563218,82.97872340425532,1.947011337596789,0.5136076923076923,0.25038375,3.993869410454952,1.7777777777777777,0.5625,5.625,0.17777777777777778,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.5,0.15384615384615385,2.0,87.0,0.4915254237288136,0.5,1.0,0.0,0.0,17000000.0,3400000.0,2.9411764705882356e-07,3.333333333333333e-05,30000.0,7.443060586513173,0.13435333333333332,20153.0,0.0,0.0,0.0,0.0,63.0,1.575e-06,634920.6349206349,6665.555740709881,2.034482758620689,1.77,0.000150025,7318.29268292683,0.00013664389268455257,1.9523809523809524e-08,51219512.19512195,1.05,0.9523809523809524,0.5649717514124294,100.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,55,60000,0,0.0,522,840,92,0,0,0,0.0,6001,0,0.087,255,3,0,0,1,0,0,0,85,1,4900,14.082,0,9,0,0,0,6000000,10800000,0,69001.39131,10300,34,7,0.08696975400000001,0,0,0.0,0,0.0,10,0,0,27001.00017,0,120000,0,1000000,520000,100000,0,0.0,0.0,1,3,1.0,25,5000000,0,0,20131,0.0,0,11,0,69001,0.99,6000000,0,0.07272727272727272,0.0,0.0,0.0,0.0,6001.0,6001.0,0.0,0.0,0.087,0.0003411764705882353,2931.0344827586214,85.0,0.011764705882352941,3.0,0.0,0.0,0.0,0.0,1.0,1.0,13.75,0.0009166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.011764705882352941,0.00020408163265306123,4900.0,347.961937224826,0.0028738775510204085,14.082,0.0,0.0,9.0,9.0,0.0,0.0,1090.909090909091,60000.0,0.0,0.0,0.0,0.0,6000000.0,0.5555555555555556,1.8,10800000.0,0.0,0.0,69001.39131,6.6991642048543705,0.14927235240410688,302.9411764705883,0.0033009708737864077,4.857142857142857,0.2058823529411765,80.48775209827545,0.012424250571428572,0.08696975400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,27001.00017,27001.00017,0.0,0.0,0.0,0.0,120000.0,120000.0,0.0,0.0,1000000.0,1.9230769230769231,0.52,5.2,0.19230769230769232,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,3.0,3.0,522.0,0.6214285714285714,0.3333333333333333,0.04,25.0,5e-06,200000.0,5000000.0,0.0,0.0,0.0,0.0,20131.0,20131.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.6091954022988506,9.130434782608695,69001.0,69697.9797979798,1.4347618150461587e-05,1.65e-07,6060606.0606060615,6000000.0,0.0,0.10952380952380952,92.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,50,60000,2,1.0,111,161,0,0,0,0,0.0,0,0,0.0,605,5,0,0,61,0,0,0,121,1,5800,25.345,2,5,260000,2,260000,54000000,1900000,260000,1.0,10500,29,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,590000,0,900000,0,70000,0,0.0,0.0,2,0,0.0,0,0,0,260000,20093,0.0,0,2,0,147001,-0.4,54000000,0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,121.0,0.008264462809917356,5.0,0.0,0.0,0.0,0.0,61.0,61.0,12.5,0.0008333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,0.00017241379310344826,5800.0,228.84198066679818,0.004369827586206896,12.6725,0.0789110278161373,0.4,2.5,1.9230769230769228e-05,52000.0,130000.0,1200.0,30000.0,7.692307692307692e-06,7.692307692307692e-06,130000.0,0.004814814814814815,207.6923076923077,28.421052631578952,0.03518518518518519,7.3076923076923075,0.1368421052631579,260000.0,3.846153846153846e-06,9.523809523809524e-05,10500.0,362.06896551724134,0.0027619047619047623,29.0,0.03448275862068965,1.0,0.0,0.0,3.333333333333333e-05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.009009009009009007,590000.0,590000.0,0.0,0.0,900000.0,900000.0,0.0,0.0,70000.0,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,111.0,0.6894409937888198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260000.0,12.939829791469664,0.07728076923076924,20093.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.4504504504504503,161.0,147001.0,147001.0,-2.7210699246943902e-06,-7.407407407407407e-09,54000000.0,54000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,40,50000,0,0.0,127,186,0,0,0,0,0.0,0,0,0.0,122,2,0,0,1,0,0,0,61,1,0,0.0,1,0,40000,0,0,5000000,0,40000,285001.0,0,0,2,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,40000,0,900000,0,50000,0,0.0,0.0,2,1,1.0,1,0,0,0,20133,0.0,1,2,0,285001,0.49,5000000,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,61.0,0.016393442622950817,2.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,0.016393442622950817,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,40000.0,40000.0,1250.0,50000.0,0.0,0.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,40000.0,0.14035038473549216,7.125025,285001.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,40000.0,0.0,0.0,900000.0,900000.0,0.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,1.0,127.0,0.6827956989247311,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20133.0,20133.0,0.0,0.0,1.0,0.5,2.0,2.0,0.0,0.0,1.4645669291338583,186.0,285001.0,581634.693877551,1.7192922130097786e-06,9.8e-08,10204081.63265306,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,35,0,0,0.0,3,0,0,0,0,0,0.0,18001,0,0.113,363,3,0,0,1,0,0,0,121,1,3800,41.842,1640,0,130000,0,0,2000000,0,130000,18001.86793,3800,0,6,0.113213124,0,0,0.0,0,0.0,0,0,0,138001.0001,0,590000,0,800000,0,0,1640,1.0,0.0,19,2,1.0,1,0,0,0,20102,0.0,0,19,0,159001,0.02,2000000,0,0.057142857142857134,0.0,0.0,0.0,0.0,18001.0,18001.0,0.0,0.0,0.113,0.0003112947658402204,3212.389380530973,121.0,0.008264462809917356,3.0,0.0,0.0,0.0,0.0,1.0,1.0,17.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,0.0002631578947368421,3800.0,90.81783853544287,0.01101105263157895,0.02551341463414634,39.195067157401645,1640.0,0.0,0.0,130000.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,0.0,0.0,130000.0,7.221472821903987,0.13847590715384614,4.737333665789474,0.21108920556334732,3800.0,0.0,0.0,6.0,52.99738924261114,0.018868853999999997,0.113213124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138001.0001,138001.0001,0.0,0.0,0.0,0.0,590000.0,590000.0,0.0,0.0,800000.0,800000.0,0.0,0.0,0.0,0.0,1640.0,1640.0,0.0006097560975609756,1.0,0.0,0.0,19.0,9.5,0.10526315789473684,2.0,3.0,3.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20102.0,20102.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,159001.0,7950050.0,1.257853724190414e-07,1e-08,100000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
