Current Loan Amount,Credit Score,Years in current job,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
18416.0,NaN,1.0,80288.0,695.83,14.2,14.0,15.0,1.0,1980.0,10940.0,1.0,0.0
15015.0,734.0,10.0,65065.0,335.08,17.4,10.0,6.0,1.0,3079.0,5910.0,0.0,0.0
9961.0,711.0,1.0,29883.0,438.28,8.0,36.65410280982875,12.0,0.0,6117.0,9866.0,0.0,0.0
11831.0,NaN,2.0,57182.0,852.97,8.0,35.374939654834684,9.0,0.0,12713.0,21475.0,0.0,0.0
29940.0,NaN,9.0,133068.0,1241.96,14.9,5.0,12.0,3.0,12208.0,15054.0,0.0,3.0
12143.0,743.0,7.0,45536.0,884.15,11.1,37.69851804828497,19.0,0.0,14665.0,31137.0,0.0,0.0
12464.0,705.0,10.0,55395.0,223.43,12.5,34.713270781768564,8.0,0.0,8054.0,10106.0,0.0,0.0
16288.0,715.0,4.0,81440.0,889.05,24.4,40.15834157738008,11.0,1.0,7327.0,17038.0,1.0,0.0
10134.0,745.0,5.0,81072.0,999.89,12.7,57.0,9.0,0.0,6757.0,9723.0,0.0,0.0
20578.0,721.0,10.0,82312.0,1303.27,23.0,35.51915779713539,13.0,0.0,47788.0,63632.0,0.0,0.0
21046.0,NaN,1.0,42093.0,1210.17,25.3,51.0,11.0,0.0,15376.0,18889.0,0.0,0.0
11081.0,751.0,10.0,43318.0,851.93,23.7,36.53537184218515,21.0,0.0,31376.0,277668.0,0.0,0.0
20551.0,700.0,10.0,53300.0,1425.78,17.6,35.153012053823545,19.0,0.0,27683.0,34219.0,0.0,0.0
15777.0,746.0,10.0,60102.0,1267.15,18.8,37.79185686455383,14.0,0.0,24536.0,52315.0,0.0,0.0
8864.0,736.0,7.0,33093.0,547.68,12.0,38.72918346456257,7.0,0.0,10140.0,14382.0,0.0,0.0
19710.0,NaN,10.0,133535.0,2793.11,36.7,24.02542139309561,26.0,0.0,23046.0,38219.0,0.0,0.0
35172.0,NaN,8.0,117573.0,1234.52,17.3,80.0,17.0,0.0,8938.0,27843.0,0.0,0.0
9916.0,707.0,10.0,61479.0,870.95,17.6,17.0,11.0,0.0,12012.0,13984.0,0.0,0.0
7113.0,727.0,1.0,24386.0,254.03,11.2,8.0,11.0,0.0,8314.0,21208.0,0.0,0.0
10233.0,733.0,5.0,100320.0,2449.48,15.2,7.0,12.0,0.0,5845.0,6820.0,0.0,0.0
5921.0,716.0,10.0,39476.0,628.33,13.9,39.09047079081368,10.0,1.0,5802.0,12241.0,0.0,0.0
28510.0,NaN,2.0,122184.0,1036.53,20.5,31.106447510667532,9.0,0.0,36344.0,39206.0,0.0,0.0
3121.0,720.0,1.0,42505.0,1377.89,9.5,36.927784170740026,15.0,0.0,10741.0,12879.0,0.0,0.0
12375.0,703.0,3.0,35357.0,931.07,7.5,37.65502942534084,7.0,0.0,13440.0,14147.0,0.0,0.0
9633.0,727.0,0.5,27621.0,667.5,49.3,16.0,4.0,1.0,305.0,509.0,1.0,0.0
8812.0,706.0,10.0,25250.0,389.27,9.5,36.69879176111125,11.0,0.0,7863.0,8688.0,0.0,0.0
22283.0,NaN,10.0,99810.0,1048.01,14.0,30.449817639981607,7.0,0.0,3973.0,8889.0,0.0,0.0
24923.0,NaN,10.0,59814.0,1086.62,23.5,32.657592679413064,14.0,0.0,36436.0,56315.0,0.0,0.0
6043.0,737.0,10.0,26993.0,194.35,21.2,14.0,6.0,0.0,3975.0,11490.0,0.0,0.0
10045.0,724.0,2.0,70315.0,1388.72,34.2,15.0,17.0,0.0,16209.0,81450.0,0.0,0.0
19876.0,736.0,3.0,45288.0,558.55,9.0,38.25135631408881,11.0,0.0,8589.0,29822.0,0.0,0.0
16750.0,NaN,3.0,66489.0,209.44,13.3,33.34096808694855,5.0,0.0,6902.0,9612.0,0.0,0.0
9111.0,734.0,10.0,36443.0,447.34,17.5,27.0,11.0,0.0,7842.0,16615.0,0.0,0.0
8751.0,724.0,4.0,49354.0,343.83,24.4,42.137759627372866,9.0,1.0,12636.0,32734.0,1.0,0.0
15146.0,NaN,5.0,93902.0,327.09,13.6,39.30075112176613,8.0,1.0,9193.0,13742.0,1.0,0.0
1009.0,739.0,1.0,24206.0,309.64,9.9,38.91620454490985,5.0,0.0,4456.0,10895.0,0.0,0.0
19897.0,720.0,1.0,60066.0,1256.38,9.4,37.79067278080844,7.0,0.0,12574.0,12512.0,0.0,0.0
11182.0,714.0,8.0,45954.0,754.41,36.5,40.13814735671247,13.0,1.0,9537.0,16731.0,1.0,0.0
17757.0,728.0,1.0,64123.0,758.79,14.4,35.729184460197025,15.0,0.0,18159.0,32255.0,0.0,0.0
5542.0,724.0,10.0,56426.0,719.43,16.7,29.0,14.0,1.0,4337.0,9367.0,1.0,0.0
34941.0,NaN,1.0,94839.0,3153.38,16.0,31.89201530183149,12.0,0.0,7297.0,22178.0,0.0,0.0
35805.0,NaN,8.0,107415.0,1772.35,15.0,35.42287077222731,9.0,1.0,22620.0,29762.0,0.0,0.0
16055.0,NaN,2.0,41055.0,1149.54,20.9,34.25096254919844,17.0,0.0,15998.0,19251.0,0.0,0.0
15266.0,NaN,10.0,42641.0,650.28,19.8,35.02669161561724,4.0,0.0,19617.0,20715.0,0.0,0.0
15869.0,720.0,10.0,75873.0,1163.38,15.5,24.0,10.0,0.0,16440.0,18853.0,0.0,0.0
16346.0,735.0,6.0,97052.0,1706.5,19.2,35.44169275607927,11.0,0.0,20978.0,37260.0,0.0,0.0
15878.0,NaN,10.0,42045.0,1068.65,14.7,34.72763663233689,13.0,0.0,18992.0,26414.0,0.0,0.0
6284.0,743.0,10.0,54005.0,756.06,21.6,26.0,10.0,0.0,5279.0,10795.0,0.0,0.0
22024.0,NaN,6.0,100110.0,1384.85,20.8,56.0,11.0,1.0,14630.0,18219.0,1.0,0.0
5866.0,748.0,3.0,78196.0,1791.99,25.1,19.0,9.0,0.0,5849.0,23492.0,0.0,0.0
2976.0,741.0,4.0,49600.0,823.36,10.9,18.0,7.0,0.0,1455.0,6064.0,0.0,0.0
24414.0,NaN,10.0,55188.0,1278.52,16.0,34.24218263699135,15.0,0.0,18217.0,25266.0,0.0,0.0
16184.0,727.0,10.0,103476.0,559.63,35.9,29.0,4.0,0.0,10767.0,14770.0,0.0,0.0
11797.0,731.0,10.0,51121.0,864.8,22.6,57.0,12.0,0.0,15696.0,16609.0,0.0,0.0
10235.0,725.0,10.0,61410.0,149.43,12.8,36.02366534069094,3.0,0.0,5014.0,6145.0,0.0,0.0
25273.0,715.0,7.0,70763.0,503.6,22.5,75.0,7.0,0.0,22115.0,32861.0,0.0,0.0
12145.0,737.0,10.0,35424.0,864.92,19.5,8.0,17.0,0.0,11465.0,30655.0,0.0,0.0
8571.0,NaN,2.0,100729.0,1359.84,10.6,28.0,8.0,0.0,7456.0,10997.0,0.0,0.0
16054.0,708.0,1.0,44427.0,1106.96,11.8,26.0,38.0,0.0,19698.0,40449.0,0.0,0.0
10323.0,729.0,3.0,31128.0,534.36,16.4,37.832467423537004,8.0,0.0,15816.0,19646.0,0.0,0.0
26617.0,739.0,8.0,60264.0,1662.28,26.6,38.01621863956335,12.0,0.0,35464.0,75779.0,0.0,0.0
30300.0,NaN,3.0,91910.0,1439.93,8.6,12.0,19.0,0.0,254.0,9389.0,0.0,0.0
22141.0,736.0,0.5,96614.0,1803.47,33.0,33.90555685684996,17.0,0.0,39633.0,66835.0,0.0,0.0
23630.0,719.0,7.0,147690.0,214.15,13.9,30.63328179283675,5.0,0.0,9128.0,20985.0,0.0,0.0
24245.0,NaN,3.0,64653.0,1691.75,15.4,73.0,16.0,1.0,12697.0,15951.0,1.0,0.0
15718.0,706.0,8.0,79083.0,2464.76,12.0,35.65042080457018,20.0,0.0,28082.0,32130.0,0.0,0.0
19586.0,706.0,1.0,84224.0,1231.07,15.5,33.93243543461962,12.0,0.0,18255.0,26925.0,0.0,0.0
10112.0,702.0,10.0,60672.0,1238.72,13.2,33.982549671124374,21.0,0.0,19665.0,26081.0,0.0,0.0
19762.0,719.0,10.0,87397.0,1981.01,31.8,32.42860128756311,19.0,0.0,11925.0,15901.0,0.0,0.0
9524.0,725.0,4.0,74408.0,1060.31,17.5,16.0,8.0,0.0,9946.0,12900.0,0.0,0.0
7971.0,NaN,9.0,55798.0,846.27,17.3,32.98869101793807,13.0,0.0,14587.0,15147.0,0.0,0.0
1392.0,725.0,5.0,18888.0,14.95,11.0,64.0,2.0,1.0,329.0,994.0,0.0,0.0
7978.0,740.0,3.0,49860.0,536.0,16.5,36.03451896993509,14.0,0.0,6426.0,20144.0,0.0,0.0
14333.0,732.0,8.0,36919.0,827.61,19.3,19.0,9.0,0.0,7077.0,11717.0,0.0,0.0
7918.0,707.0,4.0,44042.0,1071.68,15.0,57.0,23.0,1.0,6078.0,6535.0,1.0,0.0
10112.0,745.0,8.0,59661.0,164.07,26.8,34.80215952603101,8.0,0.0,6515.0,75758.0,0.0,0.0
5247.0,737.0,0.5,38001.0,934.19,21.4,39.0,7.0,0.0,42.0,13925.0,0.0,0.0
26829.0,NaN,2.0,55946.0,885.81,27.1,34.37345722925719,10.0,0.0,40293.0,58651.0,0.0,0.0
11802.0,739.0,1.0,103268.0,1789.97,22.0,35.72939998979509,17.0,0.0,66589.0,92229.0,0.0,0.0
12810.0,746.0,1.0,51241.0,585.0,18.0,26.0,14.0,1.0,9198.0,18544.0,1.0,0.0
8825.0,735.0,3.0,67661.0,1370.14,11.9,44.064534925976076,15.0,1.0,14066.0,20504.0,1.0,0.0
17985.0,716.0,0.5,41010.0,782.61,22.2,42.85450012689595,14.0,1.0,14930.0,27246.0,1.0,0.0
19694.0,738.0,9.0,201864.0,1613.22,28.7,6.0,14.0,0.0,15961.0,33391.0,0.0,0.0
26699.0,NaN,1.0,78585.0,897.18,15.4,43.0,10.0,0.0,5823.0,16638.0,0.0,0.0
25188.0,NaN,7.0,115863.0,2211.04,46.8,23.0,16.0,2.0,27795.0,35958.0,0.0,2.0
10011.0,724.0,0.5,48053.0,760.84,14.0,36.93081044494489,6.0,0.0,8245.0,8707.0,0.0,0.0
25540.0,NaN,8.0,71512.0,144.22,10.5,51.0,4.0,1.0,3115.0,6543.0,1.0,0.0
12029.0,731.0,1.0,40096.0,554.66,12.0,30.0,13.0,1.0,3596.0,13122.0,0.0,0.0
3453.0,735.0,3.0,44402.0,217.94,25.0,19.0,10.0,0.0,4300.0,10462.0,0.0,0.0
9324.0,714.0,0.5,35652.0,995.29,30.7,36.05814738930337,22.0,1.0,14728.0,29050.0,0.0,0.0
13982.0,NaN,7.0,52650.0,1342.58,9.0,25.0,10.0,0.0,12948.0,14500.0,0.0,0.0
6026.0,NaN,3.0,35151.0,489.17,4.2,35.161793083665344,11.0,0.0,2918.0,24945.0,0.0,0.0
3130.0,737.0,10.0,32281.0,629.47,23.4,43.09717501830906,17.0,1.0,5256.0,12138.0,1.0,0.0
2025.0,714.0,1.0,58713.0,1291.69,16.0,35.379900804938124,9.0,0.0,13929.0,14375.0,0.0,0.0
3737.0,733.0,3.0,13015.0,323.21,22.5,37.676743033680566,6.0,0.0,6708.0,7719.0,0.0,0.0
15850.0,721.0,5.0,64389.0,1491.68,20.6,24.0,21.0,0.0,13628.0,31400.0,0.0,0.0
14877.0,748.0,8.0,79344.0,766.99,12.7,53.0,9.0,0.0,18611.0,50300.0,0.0,0.0
16396.0,NaN,6.0,60354.0,553.25,7.9,19.0,10.0,0.0,4162.0,13172.0,0.0,0.0
3030.0,722.0,0.5,31310.0,861.03,16.4,9.0,3.0,0.0,90508.0,105981.0,0.0,0.0
4976.0,722.0,6.0,37814.0,371.84,14.0,31.0,12.0,0.0,5547.0,14831.0,0.0,0.0
16905.0,NaN,3.0,64437.0,757.14,22.5,30.99675855184479,11.0,0.0,20315.0,30733.0,0.0,0.0
14861.0,727.0,8.0,64396.0,1298.64,19.2,54.0,14.0,0.0,28145.0,96386.0,0.0,0.0
12298.0,741.0,8.0,35137.0,770.07,11.7,39.75828644120143,7.0,0.0,16115.0,17162.0,0.0,0.0
20787.0,NaN,10.0,49790.0,771.75,9.3,24.0,7.0,0.0,5344.0,12755.0,0.0,0.0
11316.0,719.0,3.0,44280.0,944.64,10.5,36.82402087167573,13.0,0.0,11271.0,19773.0,0.0,0.0
4725.0,737.0,10.0,31501.0,401.64,19.0,81.0,11.0,0.0,5061.0,12589.0,0.0,0.0
23544.0,719.0,1.0,82404.0,1291.0,13.9,11.0,19.0,0.0,16469.0,19330.0,0.0,0.0
23959.0,748.0,6.0,70879.0,856.46,14.2,18.0,11.0,0.0,7930.0,26792.0,0.0,0.0
3612.0,724.0,3.0,34874.0,645.17,8.2,37.701643844854274,7.0,0.0,2249.0,9068.0,0.0,0.0
20474.0,706.0,1.0,61422.0,716.59,10.4,35.0,12.0,0.0,18758.0,30206.0,0.0,0.0
20283.0,701.0,9.0,44253.0,1213.27,11.2,19.0,6.0,1.0,1392.0,2162.0,0.0,1.0
8840.0,745.0,8.0,73665.0,1145.49,15.7,36.33132636949457,12.0,0.0,7947.0,9703.0,0.0,0.0
5125.0,730.0,6.0,29722.0,688.56,19.2,15.0,12.0,1.0,6972.0,19476.0,0.0,0.0
17874.0,715.0,10.0,65935.0,1785.74,17.8,2.0,17.0,1.0,4825.0,17674.0,0.0,0.0
21606.0,NaN,10.0,52051.0,615.94,15.3,40.007718842214715,12.0,1.0,10853.0,18843.0,1.0,0.0
23750.0,732.0,1.0,79168.0,1081.96,16.7,36.8347055072771,6.0,0.0,20596.0,39080.0,0.0,0.0
11198.0,NaN,7.0,36155.0,467.0,58.0,19.0,7.0,3.0,3460.0,10058.0,0.0,1.0
20226.0,737.0,6.0,45060.0,679.66,16.5,61.0,15.0,0.0,14864.0,21827.0,0.0,0.0
3948.0,741.0,10.0,64155.0,839.36,17.9,18.0,9.0,0.0,3237.0,6018.0,0.0,0.0
7996.0,740.0,10.0,61969.0,1347.83,8.9,45.88531536408989,9.0,1.0,8603.0,9191.0,1.0,0.0
31770.0,748.0,10.0,89525.0,1663.66,14.9,38.365890632803655,14.0,0.0,31275.0,34256.0,0.0,0.0
11308.0,NaN,1.0,80768.0,224.81,16.9,16.0,4.0,0.0,5729.0,6402.0,0.0,0.0
10417.0,743.0,2.0,28001.0,451.29,13.4,39.19660980157248,5.0,0.0,3999.0,12193.0,0.0,0.0
12009.0,741.0,10.0,34311.0,709.08,24.0,20.0,19.0,0.0,23001.0,53367.0,0.0,0.0
12131.0,744.0,2.0,60654.0,692.47,14.2,49.0,15.0,1.0,7214.0,26917.0,1.0,0.0
25130.0,NaN,9.0,85442.0,1600.61,20.9,33.64789685290872,12.0,0.0,47039.0,51749.0,0.0,0.0
5962.0,743.0,4.0,32789.0,533.64,10.4,38.715281961666754,9.0,0.0,5185.0,11419.0,0.0,0.0
34328.0,NaN,9.0,98080.0,2149.59,16.0,16.0,10.0,0.0,38408.0,46612.0,0.0,0.0
15023.0,740.0,5.0,60090.0,311.47,8.6,37.0899265595959,12.0,0.0,11052.0,19220.0,0.0,0.0
18337.0,733.0,3.0,88217.0,874.81,19.5,33.8926735819471,13.0,0.0,6929.0,24399.0,0.0,0.0
3180.0,716.0,10.0,48194.0,1052.25,14.5,45.0,23.0,0.0,9343.0,29015.0,0.0,0.0
3278.0,NaN,8.0,43366.0,15.18,9.8,32.8625787702922,2.0,0.0,499.0,1513.0,0.0,0.0
16648.0,NaN,10.0,67183.0,1259.68,16.5,41.92592739268656,7.0,1.0,18110.0,21406.0,1.0,0.0
6237.0,NaN,6.0,40114.0,1022.92,14.6,10.0,20.0,0.0,7888.0,14187.0,0.0,0.0
23465.0,NaN,2.0,80171.0,567.88,15.1,30.64779776615655,5.0,0.0,7514.0,9185.0,0.0,0.0
14204.0,NaN,2.0,47510.0,431.55,11.6,34.54646350732392,4.0,0.0,6824.0,10200.0,0.0,0.0
20100.0,746.0,3.0,99495.0,766.95,15.2,44.0,15.0,0.0,23443.0,54392.0,0.0,0.0
16365.0,713.0,10.0,59834.0,962.33,25.8,26.0,12.0,0.0,8196.0,11351.0,0.0,0.0
14750.0,712.0,1.0,38194.0,894.37,15.6,52.0,15.0,0.0,16826.0,27449.0,0.0,0.0
5461.0,719.0,1.0,70531.0,566.01,18.0,34.685323245500605,7.0,0.0,25505.0,28213.0,0.0,0.0
16748.0,739.0,5.0,33495.0,87.37,12.8,38.109857227053645,8.0,0.0,2127.0,9250.0,0.0,0.0
24590.0,736.0,7.0,118032.0,1593.43,13.7,40.0,15.0,4.0,32025.0,88959.0,0.0,4.0
25595.0,741.0,10.0,59452.0,738.2,20.9,38.51854265500945,5.0,0.0,29045.0,35121.0,0.0,0.0
12235.0,706.0,1.0,71372.0,234.33,7.8,34.78842378072135,4.0,0.0,9197.0,12953.0,0.0,0.0
6568.0,707.0,1.0,35364.0,719.07,7.0,35.48544709731497,18.0,0.0,5281.0,10912.0,0.0,0.0
19945.0,NaN,10.0,50880.0,1212.64,20.4,35.76878815850406,11.0,1.0,6861.0,9971.0,0.0,1.0
14882.0,735.0,5.0,36108.0,571.71,12.9,37.35406466919932,17.0,0.0,12559.0,35377.0,0.0,0.0
18763.0,708.0,9.0,73109.0,332.04,15.4,61.0,7.0,0.0,5788.0,13155.0,0.0,0.0
4003.0,705.0,1.0,27022.0,256.71,9.1,36.45899124058035,7.0,0.0,7932.0,8263.0,0.0,0.0
12697.0,745.0,7.0,71108.0,1635.5,18.6,46.0,13.0,1.0,8975.0,26473.0,1.0,0.0
18872.0,716.0,10.0,74741.0,1519.72,24.9,7.0,24.0,0.0,13519.0,27257.0,0.0,0.0
2942.0,702.0,3.0,24513.0,158.11,6.4,36.1431255775868,9.0,0.0,3131.0,11063.0,0.0,0.0
35028.0,NaN,2.0,105084.0,2653.37,15.4,35.05181423411282,10.0,0.0,23949.0,47237.0,0.0,0.0
24440.0,733.0,10.0,68432.0,1893.29,19.8,79.0,18.0,0.0,13911.0,47970.0,0.0,0.0
14840.0,720.0,10.0,44519.0,612.13,17.4,44.35795059826085,5.0,1.0,8087.0,13659.0,1.0,0.0
14232.0,716.0,10.0,39593.0,805.05,24.3,43.484169776967114,10.0,1.0,20279.0,29648.0,1.0,0.0
14838.0,721.0,10.0,67992.0,1592.14,12.9,33.73696695833865,32.0,0.0,13016.0,62277.0,0.0,0.0
8600.0,740.0,3.0,40889.0,1144.88,17.8,38.23831275978955,12.0,0.0,22735.0,29374.0,0.0,0.0
2148.0,729.0,2.0,24552.0,83.07,11.7,37.51921053033377,6.0,0.0,2343.0,6349.0,0.0,0.0
14825.0,710.0,10.0,98830.0,897.7,12.9,33.20016814940041,10.0,0.0,12609.0,15921.0,0.0,0.0
17980.0,NaN,5.0,91422.0,1180.87,14.2,56.0,10.0,1.0,12663.0,19392.0,1.0,0.0
28437.0,738.0,1.0,138265.0,2062.45,19.4,17.0,15.0,0.0,27070.0,35713.0,0.0,0.0
19765.0,NaN,10.0,54734.0,1318.19,13.0,39.16261051036618,13.0,1.0,20610.0,27047.0,1.0,0.0
10589.0,721.0,10.0,56133.0,1118.0,14.6,36.603883285898256,11.0,0.0,19926.0,47106.0,0.0,0.0
5534.0,NaN,10.0,32614.0,554.44,13.0,34.55022738238534,4.0,0.0,3634.0,5732.0,0.0,0.0
12209.0,746.0,9.0,35609.0,267.66,19.0,49.0,8.0,0.0,11875.0,20545.0,0.0,0.0
8089.0,NaN,10.0,65722.0,1873.06,36.3,29.0,12.0,0.0,24770.0,37588.0,0.0,0.0
11897.0,742.0,10.0,49570.0,706.37,17.2,37.78506012666129,9.0,0.0,15570.0,26753.0,0.0,0.0
3543.0,NaN,1.0,30369.0,480.84,8.4,39.0,7.0,0.0,4204.0,8597.0,0.0,0.0
8995.0,NaN,10.0,236858.0,2309.36,17.7,59.0,12.0,1.0,22340.0,22497.0,0.0,0.0
35704.0,NaN,10.0,96910.0,2350.06,18.1,33.857707838952926,20.0,0.0,26903.0,46951.0,0.0,0.0
9825.0,NaN,5.0,37335.0,681.36,19.9,39.33827233881122,8.0,1.0,12652.0,17794.0,1.0,0.0
29295.0,NaN,6.0,171028.0,2223.36,8.9,27.980995946429996,14.0,0.0,20970.0,49692.0,0.0,0.0
9935.0,725.0,10.0,79480.0,2179.07,31.9,41.48393676267818,12.0,1.0,11143.0,20187.0,1.0,0.0
15731.0,715.0,0.5,35957.0,976.83,26.1,24.0,10.0,0.0,5247.0,69956.0,0.0,0.0
10137.0,NaN,1.0,40548.0,783.92,6.8,32.9424406115227,6.0,0.0,348.0,4347.0,0.0,0.0
17986.0,729.0,10.0,79936.0,1065.82,20.1,39.550048812834895,31.0,1.0,8215.0,33532.0,1.0,0.0
13810.0,740.0,10.0,73980.0,1387.13,24.2,54.0,10.0,0.0,1466.0,8884.0,0.0,0.0
33805.0,NaN,5.0,94573.0,1930.88,15.1,17.0,15.0,0.0,19729.0,43170.0,0.0,0.0
9759.0,729.0,5.0,54654.0,833.48,16.5,36.53679597085871,8.0,0.0,10794.0,14240.0,0.0,0.0
34734.0,NaN,8.0,92293.0,1284.41,17.0,20.0,9.0,0.0,20104.0,29179.0,0.0,0.0
4042.0,726.0,5.0,33350.0,633.65,21.5,36.0,8.0,1.0,4552.0,9810.0,1.0,0.0
19672.0,739.0,7.0,118854.0,2634.58,17.0,36.45907426606224,11.0,0.0,30434.0,55638.0,0.0,0.0
8043.0,732.0,9.0,42227.0,335.7,18.8,26.0,7.0,0.0,7113.0,15599.0,0.0,0.0
5093.0,742.0,2.0,32592.0,562.21,14.6,8.0,12.0,0.0,2308.0,7327.0,0.0,0.0
16589.0,NaN,3.0,48790.0,512.3,28.6,32.68798475736486,8.0,0.0,15134.0,22554.0,0.0,0.0
9968.0,737.0,2.0,64792.0,1430.83,20.5,16.0,9.0,0.0,9287.0,14050.0,0.0,0.0
17321.0,734.0,0.5,76418.0,910.64,12.8,67.0,11.0,0.0,7621.0,14770.0,0.0,0.0
20312.0,741.0,10.0,79217.0,1993.62,29.0,36.404294498245676,22.0,0.0,59648.0,96519.0,0.0,0.0
3998.0,NaN,10.0,63968.0,554.39,5.9,34.273930206333915,5.0,0.0,18494.0,21579.0,0.0,0.0
10124.0,728.0,10.0,26727.0,387.55,10.4,45.66588840698182,11.0,1.0,9208.0,10523.0,1.0,0.0
10150.0,738.0,1.0,56434.0,968.79,20.7,37.72633081832157,8.0,1.0,14358.0,16638.0,0.0,1.0
15848.0,720.0,7.0,74288.0,1491.94,28.0,16.0,9.0,0.0,26188.0,48676.0,0.0,0.0
6423.0,709.0,1.0,32160.0,511.89,16.1,36.22845029660742,9.0,0.0,22532.0,38982.0,0.0,0.0
9718.0,716.0,10.0,84237.0,441.54,19.8,21.0,6.0,0.0,1364.0,1624.0,0.0,0.0
13053.0,745.0,6.0,130533.0,294.78,25.8,30.553102509945397,12.0,0.0,14028.0,63476.0,0.0,0.0
9198.0,NaN,10.0,78271.0,2211.15,10.2,25.0,34.0,0.0,11135.0,19165.0,0.0,0.0
15041.0,722.0,1.0,46044.0,886.35,15.5,37.42214323201796,7.0,0.0,17912.0,26302.0,0.0,0.0
10164.0,719.0,10.0,60984.0,165.67,13.1,34.55910569517765,11.0,0.0,6341.0,10878.0,0.0,0.0
12485.0,NaN,2.0,50960.0,1057.42,17.0,33.587732831828994,7.0,0.0,5665.0,9683.0,0.0,0.0
19245.0,723.0,10.0,73643.0,2068.13,35.9,34.8328307071014,15.0,0.0,41254.0,62316.0,0.0,0.0
8591.0,NaN,1.0,17672.0,584.66,8.9,34.905661642925224,18.0,0.0,7627.0,17064.0,0.0,0.0
15891.0,704.0,8.0,59592.0,496.1,15.4,27.0,11.0,0.0,22347.0,32767.0,0.0,0.0
8693.0,709.0,10.0,85939.0,1274.76,10.5,34.35364409589838,10.0,0.0,11238.0,23076.0,0.0,0.0
15901.0,711.0,8.0,55653.0,1465.53,15.6,14.0,16.0,0.0,24686.0,51429.0,0.0,0.0
24440.0,728.0,0.5,48880.0,444.0,18.2,36.8843156060494,9.0,0.0,16935.0,34703.0,0.0,0.0
9231.0,714.0,4.0,26800.0,683.41,12.8,36.787999762093094,12.0,0.0,6819.0,11717.0,0.0,0.0
8495.0,NaN,1.0,28367.0,626.44,8.2,32.16307835865232,5.0,0.0,10171.0,13783.0,0.0,0.0
14846.0,NaN,7.0,64090.0,358.37,20.6,48.0,5.0,0.0,11892.0,14921.0,0.0,0.0
6166.0,708.0,10.0,36094.0,757.97,17.5,23.0,8.0,1.0,2581.0,5467.0,0.0,0.0
10690.0,742.0,1.0,173077.0,876.92,21.9,30.445355953261558,10.0,1.0,23645.0,40145.0,0.0,1.0
8880.0,745.0,10.0,45667.0,24.36,15.4,37.64241227685096,3.0,0.0,1039.0,6337.0,0.0,0.0
5073.0,736.0,1.0,16557.0,66.92,9.8,38.28493613700179,10.0,0.0,1249.0,10583.0,0.0,0.0
10151.0,709.0,10.0,53800.0,515.59,30.4,33.18568136096369,8.0,0.0,15129.0,25173.0,0.0,0.0
10098.0,724.0,10.0,60588.0,686.66,16.0,21.0,7.0,0.0,11514.0,16882.0,0.0,0.0
6800.0,725.0,9.0,48137.0,557.59,13.7,42.0,6.0,0.0,7738.0,18424.0,0.0,0.0
14076.0,701.0,5.0,35190.0,956.0,25.8,35.0,14.0,2.0,12853.0,26018.0,1.0,1.0
11294.0,709.0,10.0,33391.0,512.0,11.6,36.90525258805583,11.0,0.0,19805.0,20630.0,0.0,0.0
8915.0,742.0,10.0,36054.0,393.59,18.4,38.117591406875,6.0,0.0,11219.0,24987.0,0.0,0.0
18146.0,NaN,1.0,58470.0,662.65,19.0,8.0,5.0,0.0,10102.0,20449.0,0.0,0.0
22224.0,713.0,1.0,50510.0,1132.26,22.5,8.0,15.0,0.0,5058.0,35126.0,0.0,0.0
19706.0,742.0,5.0,83751.0,1186.47,14.0,26.0,18.0,0.0,7096.0,9462.0,0.0,0.0
19236.0,NaN,5.0,44742.0,1010.43,41.5,79.0,15.0,0.0,28286.0,29465.0,0.0,0.0
15053.0,741.0,7.0,52182.0,782.73,16.1,6.0,10.0,0.0,23366.0,32726.0,0.0,0.0
9723.0,NaN,3.0,29763.0,572.94,9.8,36.35975940523628,6.0,0.0,4784.0,5257.0,0.0,0.0
26815.0,NaN,10.0,60714.0,718.45,12.0,34.139420302148395,13.0,0.0,8792.0,11330.0,0.0,0.0
9140.0,717.0,1.0,45572.0,150.01,20.6,41.74589338551104,9.0,1.0,3165.0,5754.0,1.0,0.0
8643.0,701.0,0.5,40401.0,595.92,14.9,81.0,5.0,0.0,3176.0,3950.0,0.0,0.0
15171.0,741.0,10.0,41653.0,638.69,9.9,38.22562229282117,15.0,0.0,9347.0,20232.0,0.0,0.0
6872.0,740.0,2.0,53994.0,373.91,10.0,7.0,8.0,0.0,8917.0,22574.0,0.0,0.0
5977.0,725.0,1.0,50655.0,173.92,48.3,77.0,5.0,0.0,2718.0,4456.0,0.0,0.0
30421.0,NaN,1.0,72541.0,405.63,9.3,33.529938451869505,15.0,1.0,12109.0,25655.0,0.0,1.0
10422.0,NaN,5.0,34171.0,803.01,20.4,29.40336149823371,14.0,0.0,13703.0,22246.0,0.0,0.0
18200.0,716.0,1.0,50000.0,929.17,13.0,34.0,15.0,0.0,13726.0,40252.0,0.0,0.0
15362.0,NaN,5.0,69639.0,2002.12,27.6,33.72121083036467,10.0,0.0,30899.0,32457.0,0.0,0.0
15606.0,716.0,5.0,44867.0,931.0,11.7,15.0,8.0,0.0,6488.0,8583.0,0.0,0.0
24783.0,721.0,6.0,89217.0,2200.69,12.1,24.0,17.0,0.0,19104.0,20324.0,0.0,0.0
